ITEM_20150317_000001	없음_helmet
ITEM_20151224_008597	슈페리어 추라
ITEM_20151224_008598	블루드 대거
ITEM_20151224_008599	드레이크 스태프
ITEM_20151224_008600	슈페리어 드레이크 스태프
ITEM_20151224_008601	크로스 스태프
ITEM_20151224_008602	슈페리어 크로스 스태프
ITEM_20151224_008603	아스트로 스태프
ITEM_20151224_008604	슈페리어 아스트로 스태프
ITEM_20151224_008605	부쿤 스태프
ITEM_20151224_008606	요르기스 드레이크 스태프
ITEM_20151224_008607	이블 스태프
ITEM_20151224_008608	슈페리어 이블 스태프
ITEM_20151224_008609	 - 헬브레스 스킬 사용 시 적에게 20% 확률로 10초간 화염 효과
ITEM_20151224_008610	 - 모든 크리오맨서 스킬 레벨 +2 증가{nl}  - 얼음 속성 스킬 공격 시 15% 확률로 적에게 3초간 결빙 효과 발생
ITEM_20151224_008611	파워 스태프
ITEM_20151224_008612	 - 스태프 공격(단축키 C) 시 자신의 마법 공격력의 200%만큼 대미지 증가
ITEM_20151224_008613	이 지팡이가 있다면 마법을 쓰지 않고서도 적을 상대할 수 있습니다.
ITEM_20151224_008614	로얄 피스톨
ITEM_20151224_008615	슈페리어 로얄 피스톨
ITEM_20151224_008616	슈페리어 레이피어
ITEM_20151224_008617	듀얼 레이피어
ITEM_20151224_008618	슈페리어 듀얼 레이피어
ITEM_20151224_008619	스파다
ITEM_20151224_008620	많은 대장장이들이 신수의 날 이후 소실된 제조법을 복원하여 만들어낸 레이피어입니다. 완전하지 못한 복원이었지만 성능은 매우 훌륭합니다.
ITEM_20151224_008621	슈페리어 캐논
ITEM_20151224_008622	연습용 캐논
ITEM_20151224_008623	요르기스 캐논
ITEM_20151224_008624	슈페리어 머스킷
ITEM_20151224_008625	연습용 머스킷
ITEM_20151224_008626	요르기스 머스킷
ITEM_20151224_008627	피니셔
ITEM_20151224_008628	상대의 숨통을 확실하게 끊어버릴 수 있습니다.
ITEM_20151224_008629	로얄 메이지 글로브
ITEM_20151224_008630	로얄 메이지 부츠
ITEM_20151224_008631	로얄 메이지 팬츠
ITEM_20151224_008632	로얄 메이지 로브
ITEM_20151224_008633	밴딧 글로브
ITEM_20151224_008634	밴딧 부츠
ITEM_20151224_008635	밴딧 팬츠
ITEM_20151224_008636	밴딧 아머
ITEM_20151224_008637	로얄 가드 건틀릿
ITEM_20151224_008638	로얄 가드 그리브
ITEM_20151224_008639	로얄 가드 팬츠
ITEM_20151224_008640	로얄 가드 아머
ITEM_20151224_008641	슈페리어 로얄 메이지 글로브
ITEM_20151224_008642	슈페리어 로얄 메이지 부츠
ITEM_20151224_008643	슈페리어 로얄 메이지 팬츠
ITEM_20151224_008644	슈페리어 로얄 메이지 로브
ITEM_20151224_008645	슈페리어 밴딧 글로브
ITEM_20151224_008646	슈페리어 밴딧 부츠
ITEM_20151224_008647	슈페리어 밴딧 팬츠
ITEM_20151224_008648	슈페리어 밴딧 아머
ITEM_20151224_008649	슈페리어 로얄 가드 건틀릿
ITEM_20151224_008650	슈페리어 로얄 가드 그리브
ITEM_20151224_008651	슈페리어 로얄 가드 팬츠
ITEM_20151224_008652	슈페리어 로얄 가드 아머
ITEM_20151224_008653	벨니아몽키 레더 팬츠
ITEM_20151224_008654	벨니아몽키 레더 아머
ITEM_20151224_008655	엘고스 글로브
ITEM_20151224_008656	엘고스 부츠
ITEM_20151224_008657	엘고스 팬츠
ITEM_20151224_008658	엘고스 로브
ITEM_20151224_008659	이브레 글로브
ITEM_20151224_008660	이브레 부츠
ITEM_20151224_008661	이브레 팬츠
ITEM_20151224_008662	이브레 아머
ITEM_20151224_008663	그리나스 건틀릿
ITEM_20151224_008664	그리나스 그리브
ITEM_20151224_008665	그리나스 레깅스
ITEM_20151224_008666	그리나스 아머
ITEM_20151224_008667	바람처럼 빠르게 달릴 수 있게 해줍니다.
ITEM_20151224_008668	사람들은 잘 모르지만 이 장비를 이렇게 저가로 쉽게 구할 수 있는 것은 실은 라이마 여신의 오래된 예지와 계획에서 비롯된 일입니다. 
ITEM_20151224_008669	슈페리어 세이지 네클리스
ITEM_20151224_008670	가디언 네클리스
ITEM_20151224_008671	슈페리어 가디언 네클리스
ITEM_20151224_008672	네밸랫 네클리스
ITEM_20151224_008673	메이븐 네클리스
ITEM_20151224_008674	 - 마법 공격을 받으면 30초간 마법 방어력 {img red_up_arrow 16 16}6 증가, 물리 방어력 {img green_down_arrow 16 16}6 감소 효과 발생(최대 20중첩)
ITEM_20151224_008675	 - HP 회복력의 40%만큼 마법 증폭이 증가{nl}  - 기본 HP 회복력이 0으로 감소
ITEM_20151224_008676	스톤 브레이슬릿
ITEM_20151224_008677	마력이 담긴 돌은 팔찌를 만드는 데에도 사용할 수 있습니다.
ITEM_20151224_008678	슈페리어 스타 브레이슬릿
ITEM_20151224_008679	슈페리어 젬 브레이슬릿
ITEM_20151224_008680	크란토 브레이슬릿
ITEM_20151224_008681	 - 식물형 몬스터를 처치 시, 30초간 식물채집 효과{nl}  - 식물채집 효과를 15중첩할 경우 약초류 아이템 드랍
ITEM_20151224_008682	엘리멘츠 댄스
ITEM_20151224_008683	마법사들이 원소 마법으로부터 자신을 지키기 위해 만들었지만 치명적인 결함을 끝내 해결하지 못하였습니다.
ITEM_20151224_008684	 - 적이 공격 회피 시, 5초 동안 광기 효과{nl}  - 광기 효과를 8중첩할 경우 30초간 물리 공격력 +235 증가, 이동속도 +10 증가, 물리 방어력 -88 감소
ITEM_20151224_008685	템플러 코스튬
ITEM_20151224_008686	세이지 코스튬
ITEM_20151224_008687	워록 코스튬
ITEM_20151224_008688	룬캐스터 코스튬
ITEM_20151224_008689	채플린 코스튬
ITEM_20151224_008690	카발리스트 코스튬
ITEM_20151224_008691	소드맨 마스터 코스튬
ITEM_20151224_008692	착용하면 외형이 변경됩니다.
ITEM_20151224_008693	펠타스타 마스터 코스튬
ITEM_20151224_008694	주시자 코스튬
ITEM_20151224_008695	용병의뢰소 소장 코스튬
ITEM_20151224_008696	팔라딘 마스터 코스튬
ITEM_20151224_008697	바이보라의 날개 교단 코스튬
ITEM_20151224_008698	헤어 코스튬1
ITEM_20151224_008699	헤어 코스튬2
ITEM_20151224_008700	헤어 코스튬3
ITEM_20151224_008701	장인의 손길로 꼼꼼히 마감된 머리핀입니다. 오른쪽 클릭으로 장착할 수 있습니다.
ITEM_20151224_008702	신규모자01
ITEM_20151224_008703	리본 장식 흰 보터
ITEM_20151224_008704	리본 장식 붉은 보터
ITEM_20151224_008705	겨울용 모자
ITEM_20151224_008706	신규모자05
ITEM_20151224_008707	신규모자06
ITEM_20151224_008708	보터
ITEM_20151224_008709	신규모자08
ITEM_20151224_008710	귀족 모자
ITEM_20151224_008711	신규모자10
ITEM_20151224_008712	신규모자11
ITEM_20151224_008713	신규모자12
ITEM_20151224_008714	신규모자13
ITEM_20151224_008715	신규모자14
ITEM_20151224_008716	신규모자15
ITEM_20151224_008717	위엄 넘치는 주교관
ITEM_20151224_008718	위엄이 넘쳐흐르는 주교관입니다. 남의 이목을 받기 쉽습니다.
ITEM_20151224_008719	권위적인 주교관
ITEM_20151224_008720	다른 사람들이 내 말을 더 잘 듣게 됩니다.
ITEM_20151224_008721	위풍당당한 주교관
ITEM_20151224_008722	쓰고 있으면 주변을 압도하는 분위기를 만들 수 있습니다.
ITEM_20151224_008723	신규모자19
ITEM_20151224_008724	신규모자20
ITEM_20151224_008725	신규모자21
ITEM_20151224_008726	신규모자22
ITEM_20151224_008727	부족장 머리 장식
ITEM_20151224_008728	깃털 장식은 여러 부족들 사이의 공통적인 특징입니다.
ITEM_20151224_008729	송곳니 머리 장식
ITEM_20151224_008730	식사를 할 때 매우 불편할 수도 있습니다.
ITEM_20151224_008731	신규모자25
ITEM_20151224_008732	신규모자26
ITEM_20151224_008733	신규모자27
ITEM_20151224_008734	신규모자28
ITEM_20151224_008735	신규모자29
ITEM_20151224_008736	제례용 관
ITEM_20151224_008737	하늘의 따뜻한 바람이 그대 집 위에 부드럽게 일기를. 그대 어깨 위에 늘 무지개가 뜨기를.
ITEM_20151224_008738	산수유 투구
ITEM_20151224_008739	배가 고프다면 열매를 하나씩 따먹을 수도 있습니다.
ITEM_20151224_008740	하나밍 인형
ITEM_20151224_008741	하나밍의 모습을 그대로 옮겨놓은 인형입니다.
ITEM_20151224_008742	포포리온 인형
ITEM_20151224_008743	포포리온의 모습을 그대로 옮겨놓은 인형입니다.
ITEM_20151224_008744	붉은 베레모
ITEM_20151224_008745	붉은 베레모는 뛰어난 행동력을 상징합니다. G-STAR 2015에 참여한 유저들을 위한 베레모입니다.
ITEM_20151224_008746	이벤트모자2
ITEM_20151224_008747	작물에 물을 줄 수 있습니다.
ITEM_20151224_008748	손잡이
ITEM_20151224_008749	템플러 깃발
ITEM_20151224_008750	한 번 먹어보면 끝까지 먹게되는 악마의 잼입니다.
ITEM_20151224_008751	TP 상자
ITEM_20151224_008752	경험치를 +500 클래스 경험치를 +385 상승시켜 줍니다.마우스 오른쪽 클릭으로 사용합니다.
ITEM_20151224_008753	경험치를 +2686 클래스 경험치를 +2068 상승시켜 줍니다.마우스 오른쪽 클릭으로 사용합니다.
ITEM_20151224_008754	경험치를 +8442 클래스 경험치를 +6500 상승시켜 줍니다.마우스 오른쪽 클릭으로 사용합니다.
ITEM_20151224_008755	경험치를 +22860 클래스 경험치를 +17602 상승시켜 줍니다.마우스 오른쪽 클릭으로 사용합니다.
ITEM_20151224_008756	경험치를 +24571 클래스 경험치를 +18919 상승시켜 줍니다.마우스 오른쪽 클릭으로 사용합니다.
ITEM_20151224_008757	경험치를 +60312 클래스 경험치를 +46440 상승시켜 줍니다.마우스 오른쪽 클릭으로 사용합니다.
ITEM_20151224_008758	경험치를 +142150 클래스 경험치를 +109455 상승시켜 줍니다.마우스 오른쪽 클릭으로 사용합니다.
ITEM_20151224_008759	경험치를 +209334 클래스 경험치를 +161187 상승시켜 줍니다.마우스 오른쪽 클릭으로 사용합니다.
ITEM_20151224_008760	경험치를 +237943 클래스 경험치를 +183216 상승시켜 줍니다.마우스 오른쪽 클릭으로 사용합니다.
ITEM_20151224_008761	경험치를 +541023 클래스 경험치를 +416587 상승시켜 줍니다.마우스 오른쪽 클릭으로 사용합니다.
ITEM_20151224_008762	경험치를 +608155 클래스 경험치를 +468279 상승시켜 줍니다.마우스 오른쪽 클릭으로 사용합니다.
ITEM_20151224_008763	경험치를 +1344829 클래스 경험치를 +1035518 상승시켜 줍니다.마우스 오른쪽 클릭으로 사용합니다.
ITEM_20151224_008764	길드 타워를 건설할 수 있습니다. 필드에서만 사용 가능합니다.
ITEM_20151224_008765	컴패니언이 좋아하는 먹이입니다. 컴패니언의 HP를 모두 회복하고 스태미나가 +60 회복됩니다.
ITEM_20151224_008766	쉴드 차져
ITEM_20151224_008767	오르샤 워프 주문서
ITEM_20151224_008768	오르샤로 이동시켜줍니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.
ITEM_20151224_008769	불완전한 루클리스 비약
ITEM_20151224_008770	1분 동안 광역 공격 비율을 +1 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 120초.
ITEM_20151224_008771	완전한 루클리스 비약
ITEM_20151224_008772	3분 동안 광역 공격 비율을 +3 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 5분.
ITEM_20151224_008773	마이트 포션
ITEM_20151224_008774	1분 동안 치명타 발생을 +24 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 120초.
ITEM_20151224_008775	농축 마이트 포션
ITEM_20151224_008776	30초 동안 치명타 발생을 +36 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.
ITEM_20151224_008777	스트랭스 포션
ITEM_20151224_008778	1분 동안 물리 공격력을 +35 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 120초.
ITEM_20151224_008779	농축 스트랭스 포션
ITEM_20151224_008780	30초 동안 치명타 발생을 +65 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.
ITEM_20151224_008781	치명타 공격력 증가 포션
ITEM_20151224_008782	120초 동안 치명타 공격력을 +80 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.
ITEM_20151224_008783	불 속성 저항력 포션
ITEM_20151224_008784	1분 동안 불 속성 저항력을 +30 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 90초.
ITEM_20151224_008785	얼음 속성 저항력 포션
ITEM_20151224_008786	1분 동안 얼음 속성 저항력을 +30 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 90초.
ITEM_20151224_008787	독 속성 저항력 포션
ITEM_20151224_008788	1분 동안 독 속성 저항력을 +30 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 90초.
ITEM_20151224_008789	땅 속성 저항력 포션
ITEM_20151224_008790	1분 동안 땅 속성 저항력을 +30 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 90초.
ITEM_20151224_008791	전기 속성 저항력 포션
ITEM_20151224_008792	1분 동안 전기 속성 저항력을 +30 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 90초.
ITEM_20151224_008793	마법 방어력 포션
ITEM_20151224_008794	1분 동안 마법 방어력을 +20 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 120초.
ITEM_20151224_008795	마법 공격력 포션
ITEM_20151224_008796	1분 동안 마법 공격력을 +35 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 120초.
ITEM_20151224_008797	변신 스크롤:포포리온
ITEM_20151224_008798	잠시 동안 몬스터로 변신할 수 있는 스크롤. 도시에서만 사용할 수 있습니다.
ITEM_20151224_008799	변신 스크롤:페릿
ITEM_20151224_008800	변신 스크롤:티니
ITEM_20151224_008801	변신 스크롤:판토
ITEM_20151224_008802	변신 스크롤:허니빈
ITEM_20151224_008803	변신 스크롤:케파
ITEM_20151224_008804	변신 스크롤:유코푸스
ITEM_20151224_008805	칼레이마스 HP포션
ITEM_20151224_008806	HP를 1520 즉시 회복시키고 2초 간격으로 15초 동안 HP를 2128 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 45초.
ITEM_20151224_008807	칼레이마스 SP포션
ITEM_20151224_008808	SP를 605 즉시 회복시키고 2초 간격으로 15초 동안 SP를 847 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 45초.
ITEM_20151224_008809	알레멧 HP포션
ITEM_20151224_008810	HP를 1120 즉시 회복시키고 2초 간격으로 15초 동안 HP를 1568 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 45초.
ITEM_20151224_008811	알레멧 SP포션
ITEM_20151224_008812	SP를 445 즉시 회복시키고 2초 간격으로 15초 동안 SP를 623 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 45초.
ITEM_20151224_008813	페디미안 워프 주문서
ITEM_20151224_008814	페디미안으로 이동시켜줍니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.
ITEM_20151224_008815	칭호-태초의 구원자
ITEM_20151224_008816	1차 CBT에 참여한 유저들을 기념하기 위한 칭호입니다.
ITEM_20151224_008817	타우마스 HP포션
ITEM_20151224_008818	HP를 1680 즉시 회복시키고 2초 간격으로 15초 동안 HP를 2352 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 45초.
ITEM_20151224_008819	래스보이 SP포션
ITEM_20151224_008820	SP를 670 즉시 회복시키고 2초 간격으로 15초 동안 SP를 938 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 45초.
ITEM_20151224_008821	사료
ITEM_20151224_008822	돼지가 좋아하는 먹이입니다. 컴패니언의 HP를 모두 회복하고 스태미나가 +60 회복됩니다.
ITEM_20151224_008823	대나무
ITEM_20151224_008824	레서판다가 좋아하는 먹이입니다. 컴패니언의 HP를 모두 회복하고 스태미나가 +60 회복됩니다.
ITEM_20151224_008825	열대 과일
ITEM_20151224_008826	투칸이 좋아하는 먹이입니다. 컴패니언의 HP를 모두 회복하고 스태미나가 +60 회복됩니다.
ITEM_20151224_008827	알팔파
ITEM_20151224_008828	기니피그가 좋아하는 먹이입니다. 컴패니언의 HP를 모두 회복하고 스태미나가 +60 회복됩니다.
ITEM_20151224_008829	생고기
ITEM_20151224_008830	올빼미가 좋아하는 먹이입니다. 컴패니언의 HP를 모두 회복하고 스태미나가 +60 회복됩니다.
ITEM_20151224_008831	LV1 공격 부스터
ITEM_20151224_008832	무기에 +22 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.
ITEM_20151224_008833	공격 부스터 LV1
ITEM_20151224_008834	무기에 +15 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.
ITEM_20151224_008835	공격 부스터 LV2
ITEM_20151224_008836	무기에 +18 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.
ITEM_20151224_008837	공격 부스터 LV3
ITEM_20151224_008838	무기에 +21 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.
ITEM_20151224_008839	공격 부스터 LV4
ITEM_20151224_008840	무기에 +24 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.
ITEM_20151224_008841	공격 부스터 LV5
ITEM_20151224_008842	무기에 +27 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.
ITEM_20151224_008843	광역 공격 비율 증가 포션 LV6
ITEM_20151224_008844	45초 동안 광역 공격 비율을 +3 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.
ITEM_20151224_008845	광역 공격 비율 증가 포션 LV7
ITEM_20151224_008846	50초 동안 광역 공격 비율을 +3 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.
ITEM_20151224_008847	광역 공격 비율 증가 포션 LV8
ITEM_20151224_008848	55초 동안 광역 공격 비율을 +3 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.
ITEM_20151224_008849	광역 공격 비율 증가 포션 LV9
ITEM_20151224_008850	60초 동안 광역 공격 비율을 +3 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.
ITEM_20151224_008851	광역 공격 비율 증가 포션 LV10
ITEM_20151224_008852	65초 동안 광역 공격 비율을 +3 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.
ITEM_20151224_008853	광역 공격 비율 증가 포션 LV11
ITEM_20151224_008854	70초 동안 광역 공격 비율을 +3 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.
ITEM_20151224_008855	광역 공격 비율 증가 포션 LV12
ITEM_20151224_008856	75초 동안 광역 공격 비율을 +3 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.
ITEM_20151224_008857	광역 공격 비율 증가 포션 LV13
ITEM_20151224_008858	80초 동안 광역 공격 비율을 +3 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.
ITEM_20151224_008859	광역 공격 비율 증가 포션 LV14
ITEM_20151224_008860	85초 동안 광역 공격 비율을 +3 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.
ITEM_20151224_008861	광역 공격 비율 증가 포션 LV15
ITEM_20151224_008862	90초 동안 광역 공격 비율을 +3 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 60초.
ITEM_20151224_008863	공격 부스터 LV6
ITEM_20151224_008864	무기에 +30 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.
ITEM_20151224_008865	공격 부스터 LV7
ITEM_20151224_008866	무기에 +33 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.
ITEM_20151224_008867	공격 부스터 LV8
ITEM_20151224_008868	무기에 +36 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.
ITEM_20151224_008869	공격 부스터 LV9
ITEM_20151224_008870	무기에 +39 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.
ITEM_20151224_008871	공격 부스터 LV10
ITEM_20151224_008872	무기에 +42 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.
ITEM_20151224_008873	공격 부스터 LV11
ITEM_20151224_008874	무기에 +45 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.
ITEM_20151224_008875	공격 부스터 LV12
ITEM_20151224_008876	무기에 +48 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.
ITEM_20151224_008877	공격 부스터 LV13
ITEM_20151224_008878	무기에 +51 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.
ITEM_20151224_008879	공격 부스터 LV14
ITEM_20151224_008880	무기에 +54 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.
ITEM_20151224_008881	공격 부스터 LV15
ITEM_20151224_008882	무기에 +57 데미지를 추가합니다. 퀵슬롯에 등록후 사용이 가능합니다.
ITEM_20151224_008883	고농축 HP포션
ITEM_20151224_008884	고농축 SP포션
ITEM_20151224_008885	고농축 이동속도 증가 포션
ITEM_20151224_008886	4시간 동안 이동속도를 +2 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 30초.
ITEM_20151224_008887	알 수 없는 변신 스크롤
ITEM_20151224_008888	콜렉션:샤울레이 서쪽 숲
ITEM_20151224_008889	콜렉션:샤울레이 동쪽 숲
ITEM_20151224_008890	콜렉션:샤울레이 광산 마을
ITEM_20151224_008891	콜렉션:수정광산 1층
ITEM_20151224_008892	콜렉션:수정광산 2층
ITEM_20151224_008893	콜렉션:수정광산 3층
ITEM_20151224_008894	콜렉션:스라우타스 협곡
ITEM_20151224_008895	콜렉션:너울 고원
ITEM_20151224_008896	콜렉션:네프리타스 벼랑
ITEM_20151224_008897	콜렉션:테넷 화원
ITEM_20151224_008898	콜렉션:베야 골짜기
ITEM_20151224_008899	콜렉션:비에타 계곡
ITEM_20151224_008900	콜렉션:코발트 숲
ITEM_20151224_008901	콜렉션:셉티니 골
ITEM_20151224_008902	콜렉션:테넷 성당 지하 1층
ITEM_20151224_008903	콜렉션:테넷 성당 지상 1층
ITEM_20151224_008904	콜렉션:테넷 성당 지상 2층
ITEM_20151224_008905	콜렉션:관문로
ITEM_20151224_008906	콜렉션:시르드겔라 숲
ITEM_20151224_008907	콜렉션:크바일라스 숲
ITEM_20151224_008908	콜렉션:파수꾼의 묘역
ITEM_20151224_008909	콜렉션:대왕의 관문
ITEM_20151224_008910	콜렉션:람스티스 협곡
ITEM_20151224_008911	콜렉션:긴다리 계곡
ITEM_20151224_008912	콜렉션:아크멘스 능선
ITEM_20151224_008913	콜렉션:틸타스 협곡
ITEM_20151224_008914	콜렉션:기티스의 개척지
ITEM_20151224_008915	콜렉션:왕릉 노역자 숙소
ITEM_20151224_008916	콜렉션:왕릉 건축자 예배당
ITEM_20151224_008917	콜렉션:왕릉 적재소
ITEM_20151224_008918	콜렉션:루카스 고원
ITEM_20151224_008919	콜렉션:왕의 고원
ITEM_20151224_008920	콜렉션:자카리엘 교차로
ITEM_20151224_008921	콜렉션:왕릉 1층
ITEM_20151224_008922	콜렉션:왕릉 2층
ITEM_20151224_008923	콜렉션:왕릉 3층
ITEM_20151224_008924	콜렉션:왕릉 4층
ITEM_20151224_008925	콜렉션:왕릉 5층
ITEM_20151224_008926	콜렉션:아렐르노 남작령
ITEM_20151224_008927	콜렉션:미르키티 농장
ITEM_20151224_008928	콜렉션:수로교 지역
ITEM_20151224_008929	콜렉션:테넌츠 농장
ITEM_20151224_008930	콜렉션:비석로
ITEM_20151224_008931	콜렉션:여신의 옛뜰
ITEM_20151224_008932	콜렉션:에산치우 마을
ITEM_20151224_008933	콜렉션:페디미안 외곽
ITEM_20151224_008934	콜렉션:수정광산 2광구 1층
ITEM_20151224_008935	콜렉션:수정광산 2광구 2층
ITEM_20151224_008936	콜렉션:카틴 숲 입구
ITEM_20151224_008937	콜렉션:매너클 묘지
ITEM_20151224_008938	콜렉션:포슬린키스 숲
ITEM_20151224_008939	콜렉션:사크니스 벌판
ITEM_20151224_008940	콜렉션:마법사의 탑 1층
ITEM_20151224_008941	콜렉션:마법사의 탑 2층
ITEM_20151224_008942	콜렉션:마법사의 탑 3층
ITEM_20151224_008943	콜렉션:마법사의 탑 4층
ITEM_20151224_008944	콜렉션:마법사의 탑 5층
ITEM_20151224_008945	콜렉션:드바시아 고개
ITEM_20151224_008946	콜렉션:해진깃발숲
ITEM_20151224_008947	콜렉션:큰아귀 길
ITEM_20151224_008948	콜렉션:필그림 들길
ITEM_20151224_008949	콜렉션:제단로
ITEM_20151224_008950	콜렉션:기원의 숲
ITEM_20151224_008951	콜렉션:압시메스티 교차로
ITEM_20151224_008952	콜렉션:쇠락한 르귄가문의 저택
ITEM_20151224_008953	콜렉션:본당
ITEM_20151224_008954	콜렉션:대회랑
ITEM_20151224_008955	콜렉션:대성당의 참회로
ITEM_20151224_008956	콜렉션:지성소
ITEM_20151224_008957	콜렉션:그린가의 장원
ITEM_20151224_008958	콜렉션:샤튼 농장
ITEM_20151224_008959	콜렉션:샤튼 저수구역
ITEM_20151224_008960	콜렉션:마족수감소 1구역
ITEM_20151224_008961	콜렉션:마족수감소 2구역
ITEM_20151224_008962	콜렉션:마족수감소 3구역
ITEM_20151224_008963	콜렉션:마족수감소 4구역
ITEM_20151224_008964	콜렉션:마족수감소 5구역
ITEM_20151224_008965	콜렉션:다이나 양봉지
ITEM_20151224_008966	콜렉션:빌나 숲
ITEM_20151224_008967	콜렉션:우키스 경작지
ITEM_20151224_008968	콜렉션:봄볕나무 숲
ITEM_20151224_008969	콜렉션:제 2 마족 수감소
ITEM_20151224_008970	콜렉션:누오로딘 폭포
ITEM_20151224_008971	콜렉션:나뮤 사원터
ITEM_20151224_008972	콜렉션:이스토라 유적지
ITEM_20151224_008973	콜렉션:글라데 언덕길
ITEM_20151224_008974	콜렉션:빌티스 숲
ITEM_20151224_008975	콜렉션:라우키메 저습지
ITEM_20151224_008976	콜렉션:틸라 수도원
ITEM_20151224_008977	콜렉션:록소나 재건단 서관
ITEM_20151224_008978	콜렉션:록소나 재건단 동관
ITEM_20151224_008979	콜렉션:베르크티 광장
ITEM_20151224_008980	콜렉션:록소나 장터
ITEM_20151224_008981	콜렉션:루클리스 거리
ITEM_20151224_008982	콜렉션:중심시가
ITEM_20151224_008983	콜렉션:내성곽지구
ITEM_20151224_008984	콜렉션:모크슬 묘실
ITEM_20151224_008985	콜렉션:리티니스 지하묘
ITEM_20151224_008986	콜렉션:바이덴티스 신당
ITEM_20151224_008987	콜렉션:발류스의 영면지
ITEM_20151224_008988	콜렉션:렘파라사 연못
ITEM_20151224_008989	콜렉션:덧댄다리 숲
ITEM_20151224_008990	콜렉션:파우피스 나루
ITEM_20151224_008991	콜렉션:아샤크 지하감옥 1층
ITEM_20151224_008992	콜렉션:아샤크 지하감옥 2층
ITEM_20151224_008993	콜렉션:아샤크 지하감옥 3층
ITEM_20151224_008994	콜렉션:코루 숲
ITEM_20151224_008995	콜렉션:크니도스 숲
ITEM_20151224_008996	콜렉션:다단 숲
ITEM_20151224_008997	콜렉션:네밸랫 광산 1층
ITEM_20151224_008998	콜렉션:네밸랫 광산 2층
ITEM_20151224_008999	콜렉션:노바하 공회소
