QUEST_LV_0100_20150317_000001	경계병
QUEST_LV_0100_20150714_007431	베이키니 기도실에서 발류스의 기록 찾기
QUEST_LV_0100_20150714_007432	제인의 영혼은 발류스가 남긴 기록들을 살펴보면 교감의 마법석에 대한 정보를 더 얻을 수 있을지도 모른다고 합니다. 베이키니 기도실에 가서 발류스가 남긴 기록들을 찾아보세요.
QUEST_LV_0100_20150714_007433	발류스의 기록에서 교감의 마법석의 마력을 차단하는 방법을 찾았습니다. 제인의 영혼에게 돌아가 알려주세요.
QUEST_LV_0100_20150714_007434	발류스가 남긴 교감의 마법석에 대한 정보에 따르면 제인을 구할 방법이 있는 것 같습니다. 제인과 방법에 대해 이야기해보세요.
QUEST_LV_0100_20150714_007435	발류스의 마력이 남은 유품 수색
QUEST_LV_0100_20150714_007436	제인의 영혼은 교감의 마법석에 마력을 공급하고 있는 마력 재생석을 멈추려면 발류스의 마력이 필요하다고 합니다. 베바이키 묘실에서 발류스의 마력이 남아있을 법한 물건을 찾아보세요.
QUEST_LV_0100_20150714_007437	강력한 마력이 느껴지는 브로치를 발견했습니다. 제인의 영혼에게 돌아가 진위를 확인해보세요.
QUEST_LV_0100_20150714_007438	발류스의 마력이 깃든 브로치를 찾았습니다. 이것을 이용해 마력 재생석을 정지시키는 방법에 대해 제인의 영혼과 대화해보세요.
QUEST_LV_0100_20150714_007439	의식의 방의 마력 재생석 정지
QUEST_LV_0100_20150714_007440	의식의 방에서 발류스의 마력이 깃든 브로치를 사용하여 마력 재생석 중 진짜만을 찾아 정지시켜야 합니다. 만약 가짜 마력 재생석을 정지시킨다면 모든 마력 재생석이 다시 마력을 생성할 것입니다.
QUEST_LV_0100_20150714_007441	의식의 방에 있는 모든 마력 재생석을 정지시켰습니다. 제인의 영혼에게 돌아가보세요.
QUEST_LV_0100_20150714_007442	의식의 방에 있는 마력 재생석을 정지시켰으니 제례의 방의 마력 재생석을 정지시킬 차례입니다. 제인의 영혼의 이야기를 들어보세요.
QUEST_LV_0100_20150714_007443	제례의 방의 마력 재생석 정지
QUEST_LV_0100_20150714_007444	제례의 방에 있는 마력 재생석은 주변에 있는 마력 재생석까지 영향을 끼칩니다. 잘못 건드렸을 경우에는 발류스의 마력이 깃든 브로치를 사용하면 초기화할 수 있습니다.
QUEST_LV_0100_20150714_007445	제례의 방에 있는 모든 마력 재생석을 정지시켰습니다. 제인의 영혼에게 돌아가세요.
QUEST_LV_0100_20150714_007446	조심하는게 뭐가 나쁘지
QUEST_LV_0100_20150714_007447	모든 마력 재생석을 정지시켜 교감의 마법석으로 흘러들어오는 마력을 차단했습니다. 다시 제인의 영혼과 대화해보세요.
QUEST_LV_0100_20150714_007448	우즈다로모 석실에서 봉인된 발류스의 유산 수색
QUEST_LV_0100_20150714_007449	제인은 교감의 마법석을 완전히 정지시키면 자신과 함께 아콘도 풀려나게 될 거라고 합니다. 풀려난 아콘을 쉽게 처치할 수 있도록 발류스가 생전에 만든 도구 중 쓸만한 물건을 찾으세요.
QUEST_LV_0100_20150714_007450	봉인을 풀고 마기를 억제하는 인장을 얻었습니다. 이걸 가지고 제인의 영혼에게 돌아가보세요.
QUEST_LV_0100_20150714_007451	아콘과 싸울 준비를 마쳤습니다. 이것으로 충분한지 제인의 영혼과 대화해 보세요.
QUEST_LV_0100_20150714_007452	교감의 마법석 정지
QUEST_LV_0100_20150714_007453	{memo X}교감의 마법석을 정지시키면 제인의 영혼이 해방된과 동시에 아콘도 풀려난다고 합니다. 교감의 마법석을 정지시킨 후 아콘을 처치하세요.
QUEST_LV_0100_20150714_007454	아콘을 처치했습니다. 제인은 이제 어떻게 할 것인지 이야기해보세요.
QUEST_LV_0100_20150714_007455	금스푼 인생
QUEST_LV_0100_20150714_007456	아드리유스에게 물어보기
QUEST_LV_0100_20150714_007457	아드리유스가 다른 지역에서 발견한 다른 비석은 없는지 물어 보세요.
QUEST_LV_0100_20150714_007458	마비침을 이용해 뻣뻣한 털 수집
QUEST_LV_0100_20150714_007459	{memo X}비석의 흙을 제거할 억센 솔이 필요합니다. 마비침을 웬디고 아처에게 사용해 뻣뻣한 털을 수집하세요.
QUEST_LV_0100_20150714_007460	아드리유스에게 돌아가기
QUEST_LV_0100_20150714_007461	뻣뻣한 털을 모두 구했습니다. 아드리유스가 탐험에서 돌아온 모양이니 아드리유스에게 가서 솔을 만들어 달라고 하세요.
QUEST_LV_0100_20150714_007462	{memo X}웬디고 아처의 %s 수집
QUEST_LV_0100_20150714_007463	아드리유스에게 뻣뻣한 털을 가져다 줬으니, 단단한 솔을 만들어 달라고 해 보세요.
QUEST_LV_0100_20150714_007464	그뤼티스 전당의 비석 탁본 뜨기
QUEST_LV_0100_20150714_007465	아드리유스가 건네 준 억센 솔과 탁본 도구를 가지고 그뤼티스 전당의 비석으로 가서 흙을 떨어낸 뒤 탁본을 뜨세요.
QUEST_LV_0100_20150714_007466	아드리유스에게 탁본 전달
QUEST_LV_0100_20150714_007467	탁본이 잘 떠졌습니다. 비석 탁본을 아드리유스에게 갖다 주세요.
QUEST_LV_0100_20150714_007468	죽음의 죽음
QUEST_LV_0100_20150714_007469	아드리유스는 다른 지역의 비석을 둘러 보고 온 것 같습니다. 그와 대화해 보세요.
QUEST_LV_0100_20150714_007470	크라우트 풀즙 채취
QUEST_LV_0100_20150714_007471	베지오 절벽에 있는 비문은 이끼가 너무 심해서 크라우트 풀즙으로 제거해야 한다고 합니다. 미르티 수련장에서 자라고 있는 크라우트 풀의 풀즙을 채취하세요.
QUEST_LV_0100_20150714_007472	베지오 절벽에 있는 비석의 비문을 읽기 위해서는 크라우트 풀즙이 필요하다고 합니다. 미르티 수련장에서 자라고 있는 크라우트에서 풀즙을 채취하세요.
QUEST_LV_0100_20150714_007473	베지오 절벽의 비석 탁본 시도하기
QUEST_LV_0100_20150714_007474	아드리유스가 말 한 대로 베지오 절벽에 있는 비석에 풀즙을 바른 뒤 먹물을 발라 탁본을 떠 봅시다.
QUEST_LV_0100_20150714_007475	비석에 모여든 몬스터 처치
QUEST_LV_0100_20150714_007476	아드리유스의 경고대로 풀즙 냄새를 맡고 사방에서 몬스터들이 공격해 옵니다! 일단 몬스터를 물리치세요.
QUEST_LV_0100_20150714_007477	비석 탁본 뜨기
QUEST_LV_0100_20150714_007478	몬스터들을 모두 물리친 것 같습니다. 이제 비석의 탁본을 뜨세요.
QUEST_LV_0100_20150714_007479	풀즙 냄새를 맡고 공격해오는 몬스터  처치
QUEST_LV_0100_20150714_007480	아드리유스에게 보고
QUEST_LV_0100_20150714_007481	풀즙을 아무리 발라도 탁본이 잘 되지 않는 것 같습니다. 이 사실을 아드리유스에게 보고하세요.
QUEST_LV_0100_20150714_007482	몬스터에게서 뼈가루 수집
QUEST_LV_0100_20150714_007483	아드리유스는 알케미스트에게 방법을 물어보고 오겠다고 합니다. 아드리유스가 다녀오는 동안 몬스터에게 먹물 점착제를 만들 뼈가루라도 구해 봅시다.
QUEST_LV_0100_20150714_007484	뼈가루를 전부 구했습니다. 마침 아드리유스가 돌아온 것 같으니 어떻게 되었는지 물어 보세요.
QUEST_LV_0100_20150714_007485	알케미스트 마스터를 찾아간 일이 어찌 되었는지 물어 보세요.
QUEST_LV_0100_20150714_007486	베지오 절벽 비석의 탁본 뜨기
QUEST_LV_0100_20150714_007487	아드리유스는 바이도타스로부터 특별한 먹물을 받아 왔습니다. 특별한 먹물과 먹물 점착제를 사용하여 베지오 절벽 비석의 탁본을 떠 오세요.
QUEST_LV_0100_20150714_007488	아드리유스에게 탁본 건네 주기
QUEST_LV_0100_20150714_007489	다행히 탁본이 잘 떠졌습니다. 아드리유스에게 탁본을 건네 주고 이야기를 들어 봅시다.
QUEST_LV_0100_20150714_007490	금속판이 있는 곳
QUEST_LV_0100_20150714_007491	유스타스와 금속판에 관한 대화를 더 나누어 보세요.
QUEST_LV_0100_20150714_007492	라미베 언덕의 금속판 찾기
QUEST_LV_0100_20150714_007493	유스타스는 몬스터 때문에 가져오지 못한 금속판이 많다고 합니다. 먼저 라미베 언덕으로 가서 금속판을 찾아 오세요.
QUEST_LV_0100_20150714_007494	유스타스에게 금속판 전달
QUEST_LV_0100_20150714_007495	라미베 언덕의 금속판을 찾았습니다. 이것을 유스타스에게 갖다 주세요.
QUEST_LV_0100_20150714_007496	라미베 언덕의 금속판은 무사히 찾았습니다. 다시 유스타스와 대화해 보세요.
QUEST_LV_0100_20150714_007497	우물안에 있는 금속판 꺼내기
QUEST_LV_0100_20150714_007498	유스타스는 말라버린 우물 바닥에 있는 금속판을 꺼내 오라고 합니다. 자석이 달린 밧줄을 사용해서 금속판을 꺼내 보세요.
QUEST_LV_0100_20150714_007499	우물에 있는 금속판 꺼내기
QUEST_LV_0100_20150714_007500	몬스터를 모두 물리쳤으니, 이제 밧줄을 당겨 우물에서 금속판을 꺼내세요.
QUEST_LV_0100_20150714_007501	우물 안에서 무사히 금속판을 꺼냈습니다. 유스타스에게 전해 주세요.
QUEST_LV_0100_20150714_007502	녹 제거제
QUEST_LV_0100_20150714_007503	유스타스는 금속판의 녹 때문에 골머리를 앓고 있는 것 같습니다. 더 도울 일은 없는지 유스타스에게 물어 보세요.
QUEST_LV_0100_20150714_007504	할로우벤터 매지션의 내핵 수집
QUEST_LV_0100_20150714_007505	유스타스는 데메트리우스의 금속판의 녹을 벗겨내야 한다고 합니다. 녹 제거제를 만들기 위해 엣스크라 성소에 있는 할로우벤터 매지션의 내핵을 구해 오세요.
QUEST_LV_0100_20150714_007506	할로우벤터 메지션의 내핵을 모두 구했습니다. 유스타스에게 가져다 주세요.
QUEST_LV_0100_20150714_007507	할로우벤터 메지션을 처치하여 %s 구하기
QUEST_LV_0100_20150714_007508	유스타스는 할로우벤터 매지션의 내핵으로 산성 용액을 만들었습니다. 다음엔 무엇을 해야 할 지 유스타스와 대화해 보세요.
QUEST_LV_0100_20150714_007509	부글거리는 액체 수집
QUEST_LV_0100_20150714_007510	{memo X}유스타스가 준 녹 가루를 뿌려 반응을 보이는 힐로우벤터 저주술시를 처치한 뒤 부글거리는 액체를 모으세요.
QUEST_LV_0100_20150714_007511	부글거리는 액체를 넉넉히 모두 구했습니다. 유스타스에게 전해 주세요.
QUEST_LV_0100_20150714_007512	알뤼다와 대화
QUEST_LV_0100_20150714_007513	유스타스의 조수 알뤼다를 만나보세요. 압스바 전당 가는 길에 있습니다.
QUEST_LV_0100_20150714_007514	시약으로 진짜 금속판 수색
QUEST_LV_0100_20150714_007515	알뤼다는 대전당 주변에 널려 있는 금속판 중 진짜를 찾아달라고 합니다. 알뤼다가 준 반응 시약으로 금속판을 확인해 진짜를 가려 내세요.
QUEST_LV_0100_20150714_007516	알뤼다에게 금속판 전달
QUEST_LV_0100_20150714_007517	진짜 금속판을 찾았습니다. 알뤼다에게 가져다 주세요.
QUEST_LV_0100_20150714_007518	다른 금속판은 없는지 알뤼다와 대화해 보세요.
QUEST_LV_0100_20150714_007519	덩굴에 깔린 금속판 회수
QUEST_LV_0100_20150714_007520	압스바 전당의 구석에는 금속판이 덩굴에 깔려 있다고 합니다. 덩굴을 치우고 금속판을 꺼내 오세요.
QUEST_LV_0100_20150714_007521	알뤼다에게 전달
QUEST_LV_0100_20150714_007522	금속판을 무사히 꺼냈습니다. 금속판을 알뤼다에게 갖다 주세요.
QUEST_LV_0100_20150714_007523	덩굴 제거
QUEST_LV_0100_20150714_007524	다른 금속판에 관해 알뤼다와 대화해 보세요.
QUEST_LV_0100_20150714_007525	폴사스 가도에서 탐지봉으로 금속판 탐색
QUEST_LV_0100_20150714_007526	알뤼다는 미처 한 군데 탐색해 보지 않은 곳이 있다고 합니다. 알뤼다가 준 탐지봉으로 폴사스 가도를 탐색해 보세요.
QUEST_LV_0100_20150714_007527	폴사스 가도에서 탐지 막대로 금속판 탐색
QUEST_LV_0100_20150714_007528	알뤼다는 미처 한 군데 탐색해 보지 않은 곳이 있다고 합니다. 알뤼다가 준 탐지 막대로 폴사스 가도를 탐색해 보세요.
QUEST_LV_0100_20150714_007529	알뤼다가 미처 찾지 못한 금속판을 찾았습니다. 금속판을 알뤼다에게 가져다 주세요.
QUEST_LV_0100_20150714_007530	알뤼다는 모든 금속판이 모여서 기쁜 모양입니다. 알뤼다와 다시 대화해 보세요.
QUEST_LV_0100_20150714_007531	유스타스 찾아가기
QUEST_LV_0100_20150714_007532	알뤼다는 발견한 모든 금속판을 가지고 유스타스에게 전해 달라고 합니다. 유스타스에게 모든 금속판을 전해 주고 약속한 데메트리우스의 연구 기록을 받으세요.
QUEST_LV_0100_20150714_007533	잔존하는 위험
QUEST_LV_0100_20150714_007534	광산 마을의 바이도타스가 당신을 찾고 있습니다. 바이도타스와 대화하세요.
QUEST_LV_0100_20150714_007535	수정광산 부베들의 움직임 확인
QUEST_LV_0100_20150714_007536	바이도타스는 훨씬 더 위험한 부베들이 다시금 마을로 내려오는 것에 대해 걱정 하고 있습니다. 수정광산 2광구로 가서 부베들의 움직임을 확인하세요.
QUEST_LV_0100_20150714_007537	2광구로 가기도 전에 부베들에게 습격을 당하고 말았습니다. 바이도타스에게 이 사실을 전해주세요.
QUEST_LV_0100_20150714_007538	훨씬 더 위협적인 부베들을 어떻게 해야 할지 바이도타스와 대화하세요.
QUEST_LV_0100_20150714_007539	바이도타스 특제 향로 설치
QUEST_LV_0100_20150714_007540	바이도타스는 부베들에게 무력감과 두려움을 느끼게 하는 향을 만들었다고 합니다. 이 향을 담은 향로를 수정광산 2광구 1층에 설치하세요.
QUEST_LV_0100_20150714_007541	향로를 무사히 설치했습니다. 바이도타스에게 보고하세요.
QUEST_LV_0100_20150714_007542	파수꾼 에라가 판토 때문에 골치가 아픈 것 같습니다. 파수꾼 에라와 대화하세요.
QUEST_LV_0100_20150714_007543	모아의 혹 수집
QUEST_LV_0100_20150714_007544	파수꾼 에라는 판토의 천적인 모아의 냄새로 판토가 겔리 고원을 벗어나는 것을 막으려고 합니다. 피에네 들판 근처에 있는 모아의 혹을 모아 주세요.
QUEST_LV_0100_20150714_007545	파수꾼 에라에게 전달
QUEST_LV_0100_20150714_007546	모아의 혹을 구했습니다. 파수꾼 에라에게 전해 주세요.
QUEST_LV_0100_20150714_007547	판토의 천적 모아를 처치해서 %s 구하기
QUEST_LV_0100_20150714_007548	구역 지정
QUEST_LV_0100_20150714_007549	판토를 아끼는 파수꾼 몰리가 당신을 찾습니다. 파수꾼 몰리와 대화하세요.
QUEST_LV_0100_20150714_007550	꿰미 재료 수집
QUEST_LV_0100_20150714_007551	파수꾼 몰리는 판토에게 두려움을 심어 줄 수 있는 꿰미를 만드려고 합니다. 카틴 숲 입구에서 피셔맨의 눈과 엘룸의 정수를 구해 오세요.
QUEST_LV_0100_20150714_007552	{memo X}카틴 숲 전 지역
QUEST_LV_0100_20150714_007553	파수꾼 몰리에게 전달
QUEST_LV_0100_20150714_007554	꿰미를 만드는데 필요한 재료를 모두 구했습니다. 파수꾼 몰리에게 전해 주세요.
QUEST_LV_0100_20150714_007555	꿰미를 만들 재료를 모두 구했습니다. 다음엔 무엇을 해야 할지 몰리와 대화해 보세요.
QUEST_LV_0100_20150714_007556	꿰미 설치
QUEST_LV_0100_20150714_007557	판토들이 다른 지역으로 넘어가지 못하도록 스라우타스 협곡과 네프리타스 벼랑에 꿰미를 놓아두세요.
QUEST_LV_0100_20150714_007558	{memo X}스라우타스 협곡/네프리타스 벼랑
QUEST_LV_0100_20150714_007559	꿰미를 모두 설치했습니다. 파수꾼 몰리에게 보고하세요.
QUEST_LV_0100_20150714_007560	실종 사건
QUEST_LV_0100_20150714_007561	기사단장 우스카가 당신을 찾고 있습니다. 기사단장 우스카와 대화하세요.
QUEST_LV_0100_20150714_007562	실종 현장 수색
QUEST_LV_0100_20150714_007563	{memo X}기사단장 우스카는 틸레니스 왕자와 시장 실종 사건 조사를 의뢰했습니다. 베야 골짜기의 시다브라스 샘터에서 영혼의 눈을 사용하여 단서를 수색하세요.
QUEST_LV_0100_20150714_007564	클라페다 시장의 영혼 보호
QUEST_LV_0100_20150714_007565	알수 없는 자들이 시장의 영혼을 공격합니다. 공격받는 시장의 영혼을 보호하세요.
QUEST_LV_0100_20150714_007566	클라페다 시장의 영혼과 대화
QUEST_LV_0100_20150714_007567	클라페다 시장의 영혼을 구했습니다. 시장의 영혼에게서 무슨 일이 벌어졌었는지 물어보세요.
QUEST_LV_0100_20150714_007568	도대체 무슨 일이 벌어졌던 건지 궁금합니다. 클라페다 시장의 영혼과 대화하세요.
QUEST_LV_0100_20150714_007569	클라페다 시장의 영혼은 나무를 섬기는 자들의 습격으로 모두 죽고 틸레니스 왕자를 납치해갔다고 합니다. 이 사실을 기사단장 우스카에게 보고하세요.
QUEST_LV_0100_20150714_007570	보코르 마스터는 위령제를 도와줄 사람을 찾고 있습니다. 보코르 마스터와 대화해 보세요.
QUEST_LV_0100_20150714_007571	티니의 정수로 위로의 구슬 충전
QUEST_LV_0100_20150714_007572	보코르 마스터는 억울하게 죽은 안데일 마을의 주민들을 위로하려고 합니다. 먼저 코발트 숲에서 티니를 처치하여 티니의 정수를 위로의 구슬에 채워 넣으세요.
QUEST_LV_0100_20150714_007573	코발트 숲, 셉티니 골
QUEST_LV_0100_20150714_007574	코발트 숲 전 지역
QUEST_LV_0100_20150714_007575	원념을 위로의 구슬에 흡수
QUEST_LV_0100_20150714_007576	안데일 마을 주민들의 원한은 부정한 기운으로 떠돌고 있습니다. 원헌을 모아 위로의 구슬에 채우세요.
QUEST_LV_0100_20150714_007577	안데일 마을 주민들의 원한은 부정한 기운으로 떠돌고 있습니다. 원한을 위로의 구슬에 채우세요.
QUEST_LV_0100_20150714_007578	안데일 마을 주민의 원한으로 구슬을 가득 채웠습니다. 보코르 마스터에게 전해 주세요.
QUEST_LV_0100_20150714_007579	사울레 여신의 부탁
QUEST_LV_0100_20150714_007580	사울레 여신이 당신의 도움을 필요로 하고 있습니다. 사울레 여신과 대화하세요.
QUEST_LV_0100_20150714_007581	관문로 가는 길목의 가시 덩굴 제거
QUEST_LV_0100_20150714_007582	사울레는 브람블의 가시 덩굴이 셉티니 골까지 삼킬 까 걱정하고 있습니다. 관문로 가는 길목의 가시 덩굴을 제거하세요.
QUEST_LV_0100_20150714_007583	위협적인 가시 덩굴을 잘라냈습니다. 사울레 여신에게 보고하세요.
QUEST_LV_0100_20150714_007584	가시 덩굴 제거
QUEST_LV_0100_20150714_007585	사울레 여신은 나머지 가시숲을 정화하고 싶어합니다. 사울레 여신과 대화하세요.
QUEST_LV_0100_20150714_007586	시르드겔라 숲에 권능의 수정 설치
QUEST_LV_0100_20150714_007587	사울레 여신은 자신의 권능을 담은 수정으로 가시숲을 정화하려고 합니다. 시르드겔라 숲에 권능의 수정을 놓아 두세요.
QUEST_LV_0100_20150714_007588	사울레 여신의 권능을 담은 수정을 무사히 설치했습니다. 사울레 여신에게 돌아가 보세요.
QUEST_LV_0100_20150714_007589	크리오맨서 마스터가 당신의 도움을 필요로 하고 있습니다. 크리오맨서 마스터와 대화하세요.
QUEST_LV_0100_20150714_007590	순수한 냉기의 결정 수집
QUEST_LV_0100_20150714_007591	포슬린키스의 몬스터에게 냉기 수정을 사용한 뒤 몬스터를 처치해 얼어붙은 영혼 파편을 구하세요. 그것을 마력 응축기에 넣으면 순수한 냉기의 결정을 얻을 수 있습니다.
QUEST_LV_0100_20150714_007592	크리오맨서 마스터에게 전달
QUEST_LV_0100_20150714_007593	순수한 냉기의 결정을 얻었습니다. 크리오맨서 마스터에게 전해 주세요.
QUEST_LV_0100_20150714_007594	숨겨진 보물들
QUEST_LV_0100_20150714_007595	코벤은 뭔가 난처해 보이는 일이 생긴 듯 합니다. 코벤과 대화해 보세요.
QUEST_LV_0100_20150714_007596	즈벡의 구슬 구슬 충전
QUEST_LV_0100_20150714_007597	코벤은 즈벡이 숨겨둔 물건을 넘겨주겠다고 합니다. 즈벡의 구슬을 몬스터 주변에 설치한 뒤 몬스터를 처치하여 수정 구슬을 충전하세요.
QUEST_LV_0100_20150714_007598	즈벡의 구슬이 완전히 충전되었습니다. 다음엔 무엇을 해야 할지 코벤과 대화해 보세요.
QUEST_LV_0100_20150714_007599	즈벡의 구슬을 완전히 충전했습니다. 다음엔 무엇을 해야 할지 코벤과 대화해 보세요.
QUEST_LV_0100_20150714_007600	즈벡이 숨긴 물건 찾기
QUEST_LV_0100_20150714_007601	즈벡의 구슬을 사용해서 즈벡이 숨긴 물건을 찾으세요.
QUEST_LV_0100_20150714_007602	소서러 마스터에게 긴급한 일이 생긴 것 같습니다. 소서러 마스터와 대화해 보세요.
QUEST_LV_0100_20150714_007603	마족 소환진 파괴
QUEST_LV_0100_20150714_007604	소서러 마스터는 마족을 소환하려다가 다른 세계와 연결해 버린 것 같다고 합니다. 수로교 지역으로 가서 마족 소환진을 파괴하세요.
QUEST_LV_0100_20150714_007605	마족 소환진을 파괴했습니다. 소서러 마스터에게 전해 주세요.
QUEST_LV_0100_20150714_007606	여신의 봉인탑
QUEST_LV_0100_20150714_007607	사제 라멜리아와 대화
QUEST_LV_0100_20150714_007608	사제 라멜리아가 급하게 당신을 찾고 있습니다. 무슨 일인지 사제 라멜리아와 대화해 보세요.
QUEST_LV_0100_20150714_007609	봉인탑 방어
QUEST_LV_0100_20150714_007610	마족들이 봉인탑을 노리고 있다고 합니다. 마족들에게서 봉인탑을 지켜주세요.
QUEST_LV_0100_20150714_007611	봉인탑을 무사히 지켰습니다. 사제 라멜리아에게 이 사실을 알려주세요.
QUEST_LV_0100_20150714_007612	사제 라멜리에와 대화
QUEST_LV_0100_20150714_007613	봉인탑을 무사히 지킬 수 있었습니다. 사제 라멜리에와 다시 대화해 보세요.
QUEST_LV_0100_20150714_007614	아우스테야 여신의 문장 충전
QUEST_LV_0100_20150714_007615	첫 번째 봉인을 복구하는 것을 도와주세요. 먼저 아우스테야 여신의 문장을 제단 근처의 신성한 기운으로 채워주세요.
QUEST_LV_0100_20150714_007616	아우스테야 여신의 문장을 봉인탑에 봉헌
QUEST_LV_0100_20150714_007617	아우스테야 여신의 문장을 신성한 기운으로 가득 채웠습니다. 그것을 봉인탑에 봉헌하세요.
QUEST_LV_0100_20150714_007618	아우스테야 여신의 문장을 신성한 기운으로 채웠습니다. 아우스테야 여신의 문장을 봉인탑에 봉헌하세요.
QUEST_LV_0100_20150714_007619	아우스테야 여신의 문장을 신성한 기운으로 채웠습니다.  아우스테야 여신의 문장을 봉인탑에 봉헌하세요.
QUEST_LV_0100_20150714_007620	봉인을 무사히 복구했습니다. 사제 라멜리에에게 이 사실을 전해 주세요.
QUEST_LV_0100_20150717_007621	그리고 잡화 상인에게 계시자들을 위한 워프 스크롤을 부탁해 놓았으니 꼭 들러 주시고요.
QUEST_LV_0100_20150717_007622	기사 티타스에게(1)
QUEST_LV_0100_20150717_007623	기사 티타스에게(2)
QUEST_LV_0100_20150717_007624	예비 정화장치에서 %s 수집
QUEST_LV_0100_20150717_007625	갑자기 나타난 붉은 부베 투사 처치
QUEST_LV_0100_20150717_007626	상자를 여니 붉은 부베 투사가 나타났습니다! 어서 해치우세요.
QUEST_LV_0100_20150717_007627	{memo X}여신상에 경배를 드리고 잡화 상인과 대화
QUEST_LV_0100_20150717_007628	잡화 상인과 대화
QUEST_LV_0100_20150717_007629	기사단장 우스카는 잡화 상인에게 계시자들을 위한 워프 스크롤을 부탁해 놓았다고 합니다. 잡화 상인과 대화하여 워프 스크롤을 받으세요.
QUEST_LV_0100_20150717_007630	잡화 상인은 아직 더 할 말이 남아있는 것 같습니다. 잡화 상인과 대화해 보세요.
QUEST_LV_0100_20150717_007631	농장 출입문을 지키고 있는 병사 앨런 돕기
QUEST_LV_0100_20150717_007632	{memo X}정말 곤란하게 됐네요.{nl}케파가 저렇게까지 커질 수도 있구나..
QUEST_LV_0100_20150717_007633	어떻게든 힘을 내야지요.{nl}아라스님도 버티고 계신데.
QUEST_LV_0100_20150717_007634	돌아가라. {nl}너는 그릇이 될 수 없다.
QUEST_LV_0100_20150729_007635	다음부터 조심하라구.
QUEST_LV_0100_20150729_007636	마족보다 먼저 숨겨진 성소를 찾아야 한단다.{nl}하지만 신중할 필요가 있겠지. 성구로도 쓰러뜨리지 못한 상대다.
QUEST_LV_0100_20150729_007637	제스티.. 쉬이 얕볼 상대가 아니다.{nl}숨겨진 성소를 빨리 찾아야 한다만, 신중하자꾸나.
QUEST_LV_0100_20150729_007638	나 참. 케이블 카 부품 부숴진 것 좀 봐. {nl}일단 돌아는 가지만, 이건 좀 심하군.{nl}
QUEST_LV_0100_20150729_007639	4년 전에 그 일이 있고 난 뒤 제일 먼저 변한 건 카프리아야.{nl}그리고 판토들도 차례대로.. 남은 건 새끼들 뿐이네.
QUEST_LV_0100_20150729_007640	결계 때문에 들어갈 수가 없구나.{nl}난 성구를 지키고 있을 테니 지하 1층으로 들어가서 결계를 해제하렴.
QUEST_LV_0100_20150729_007641	숨는 것보단 당당하게 나와 싸우는 게 더 좋아.{nl}상대가 마족이라면 더욱 좋고.
QUEST_LV_0100_20150729_007642	인간이 마왕을 물리칠 수도 있군.{nl}방금 듣고서도 정말 믿기지가 않아.
QUEST_LV_0100_20150729_007643	제발 구해주세요!{nl}결계에서 빠져나올 방법을 모르겠어요!
QUEST_LV_0100_20150729_007644	어서 도망가세요!{nl}몬스터가 몰려들지도 몰라요!
QUEST_LV_0100_20150729_007645	좋습니다. {nl}참, 출발하시기 전에 중앙 광장의 아우슈리네 여신상에 경배 드리는 것을 잊지 마십시오.{nl}
QUEST_LV_0100_20150729_007646	되찾아주셔서 감사합니다만, 아직.. 많이 부족합니다. {nl}죄송합니다.{nl}
QUEST_LV_0100_20150729_007647	유품을 거의 다 모았습니다.{nl}마지막까지 부탁드리겠습니다.
QUEST_LV_0100_20150729_007648	정말 감사합니다.{nl}덕분에 죽은 전우들도 이제 여신의 품에서 편히 쉴 수 있을 겁니다.
QUEST_LV_0100_20150729_007649	영생의 네펜더스(1)
QUEST_LV_0100_20150729_007650	영생의 네펜더스(2)
QUEST_LV_0100_20150729_007651	파수꾼의 저력(1)
QUEST_LV_0100_20150729_007652	파수꾼의 저력(2)
QUEST_LV_0100_20150729_007653	영혼의 눈 놓는 중
QUEST_LV_0100_20150729_007654	{memo X}영혼의 눈 확인 중/MAKING/2/TRACK_BEFORE/None/F_spread_in023_green/1/MID
QUEST_LV_0100_20150729_007655	의식을 방해하는 자들
QUEST_LV_0100_20150729_007656	도와주겠다고 한다.
QUEST_LV_0100_20150729_007657	시체를 함부로 대할 순 없다고 한다.
QUEST_LV_0100_20150729_007658	사전 예방
QUEST_LV_0100_20150729_007659	관을 파괴하겠다고 한다.
QUEST_LV_0100_20150729_007660	이제 알아서 하라고 한다.
QUEST_LV_0100_20150729_007661	까탈스러운 묘지기
QUEST_LV_0100_20150729_007662	찾아보겠다고 한다.
QUEST_LV_0100_20150729_007663	직접 말하라고 한다.
QUEST_LV_0100_20150729_007664	망자에게 안식을
QUEST_LV_0100_20150729_007665	{memo X}명복을 빌어주겠다고 한다.
QUEST_LV_0100_20150729_007666	{memo X}묘지기로서 본분을 다 하라고 한다.
QUEST_LV_0100_20150729_007667	수상한 성소 (1)
QUEST_LV_0100_20150729_007668	다녀오겠다고 한다.
QUEST_LV_0100_20150729_007669	그 정도는 알아서 하라고 한다.
QUEST_LV_0100_20150729_007670	수상한 성소 (2)
QUEST_LV_0100_20150729_007671	둘러보고 오겠다고 한다.
QUEST_LV_0100_20150729_007672	직접 하라고 한다.
QUEST_LV_0100_20150729_007673	잘못된 믿음
QUEST_LV_0100_20150729_007674	먼저 가 있겠다고 한다.
QUEST_LV_0100_20150729_007675	혼자 확인해보라고 한다.
QUEST_LV_0100_20150729_007676	스스로 하라고 한다.
